,roles,companies,locations,experience,salary,Dates,PresentDate,skills
2943,Senior Manager - Data Engineering,Amgen Inc,Hyderabad,14-18 Yrs,Not disclosed,20 Days Ago,2024-11-24,Data EngineeringMavenAzureproject managementPower BIJenkinsdata modelingGCP
2944,ServiceNow Developer - Service Management,Amgen Inc,Hyderabad,10-12 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowREST APIIRM ImplementationITSMGRCSOAP APISystem AdministratorService Management
2945,Security Architect,Amgen Inc,Hyderabad,8-10 Yrs,Not disclosed,20 Days Ago,2024-11-24,security architectureSCIMLDAPGCPHIPAASAMLOpenIDAWS
2946,Senior Associate Software Engineer,Amgen Inc,Hyderabad,7-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,Software EngineeringPowerShellunit testingPower PlatformSAMLDataverseOAuthMicrosoft SQL
2947,Sr Associate IS Engineer,Amgen Inc,Hyderabad,6-10 Yrs,Not disclosed,20 Days Ago,2024-11-24,Information SystemsPowerShellAzureOracle LDAPAzure ADLDAPRBACDNS
2948,ServiceNow Developer - Platform Operations,Amgen Inc,Hyderabad,10-12 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowAPI IntegrationITAMIRMITSMGRCITOMHR Service Delivery Optimization
2949,Associate Director - Data Engineering,Amgen Inc,Hyderabad,18-20 Yrs,Not disclosed,20 Days Ago,2024-11-24,Data EngineeringJenkinsMavenGitSubversionCI/CDDev Opstroubleshooting
2950,Sr. Manager Quality Assurance (QA),Amgen Inc,Hyderabad,14-18 Yrs,Not disclosed,20 Days Ago,2024-11-24,Quality AssuranceCAPAQuality ManagementSystems Quality assuranceSRQualityManagementAssurance
2951,Security Operations Analyst,Amgen Inc,Hyderabad,4-7 Yrs,Not disclosed,20 Days Ago,2024-11-24,Security OperationsCompTIA SecurityCybersecurity OperationsSecurity Operations AnalysisGSECSecurityOperationsSecurity analysis
2952,Medical Sales Professional,JSS HRM Solutions LLP,Hyderabad,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Medical SalesLead GenerationMarket AnalysisHospital SalesHospital MarketingMedicalAnalysisMarketing
2953,Associate IS Engineer,Amgen Inc,Hyderabad,2-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,IS SecurityautomationGCPtroubleshootingMicrosoft AzureAWS CloudOktaCloud
2954,"HR Business Partner, Manager",Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,HRemployee relations managementChange ManagementCompensation and BenefitsHR ReportingHRISTalent ManagementPerformance Management
2955,Inside Sales Executive,Everheal,Bengaluru,2-4 Yrs,4-6 Lacs PA,20 Days Ago,2024-11-24,Healthcare SalesHealthcare MarketingCold CallingInside SalesOnline Lead GenerationOutbound CallingLead generationHealthcare
2956,Accounts Receivable Caller,Jss Pro Services,Hyderabad,2-5 Yrs,3-6 Lacs PA,20 Days Ago,2024-11-24,Invoice ProcessingAR CallingUS HealthcareAccounts ReceivableMedical BillingCallingAugmented RealityReceivable
2957,Accounts Receivable Manager,Jss Pro Services,Hyderabad,10-15 Yrs,12-15 Lacs PA,20 Days Ago,2024-11-24,Financial AnalysisInvoice ProcessingSOPUS HealthcareAccounts ReceivableFinancial ReportingCompliance ManagementRisk Management
2958,Sr. Associate IS Engineer,Amgen Inc,Hyderabad,2-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Information System engineeringPing FederatePowerShellSystem architectureAzureWeb Access ManagementtroubleshootingSAML
2959,Reltio MDM Senior Developer,Winning Edge,"Bengaluru, Karnataka",5-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,Data Managementinformation technology managementpythondata modelingmdmdesign principlesawsmaster data management
2960,Senior Python Backend Developer,Winning Edge,Bengaluru,7-11 Yrs,Not disclosed,20 Days Ago,2024-11-24,PythonREST APIDockerGithubDjangoPostgreSQLCI/CDFastAPI
2961,Specialist IS Engineer - Video,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,IT infrastructureload balancingsystem documentationquality assuranceITSMfirewallsITILSD-WAN
2962,Sr Associate IS Bus Sys Analyst,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Business Analysissystems integrationsInDesignIllustratorXMLAgile methodologySAFeDatabricks
2963,Senior Associate Talent Acquisition,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Talent AcquisitionHR leadershipnegotiation processrecruitmentrecruitment strategiesSeniorNegotiationAcquisition
2964,Senior Data Engineer - Sensing,Amgen Inc,Hyderabad,5-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,ETLMavenperformance tuningPySparkDev OpsJiraSQLJenkins
2965,ServiceNow Developer - Platform Operations,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowAutomationServiceNow Module ConfigurationETL ProcessesRelational DatabasestroubleshootingScriptingETL Process
2966,IS Bus Sys Analyst,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,20 Days Ago,2024-11-24,systems validationproject managementPMPtesting frameworksdocumentationbusiness analysistroubleshootingSDLC
2967,ServiceNow Developer - Service Management,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowAutomationITSM Module ConfigurationIntegrated Risk ManagementJavaScriptGRCtroubleshootingServicenow Development
2968,Senior Associate IS Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,technical leadershipPower BIconfigurationPower AppsPower AutomateAPI integrationsAgile methodologyITIL processes
2969,Specialist IS Architect,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,architectural designsPowerShellAgile Methodologyapplication configurationsVB ScriptOracle LDAPAzure ADIT solutions
2970,Sr Associate IS Organizational Effectiveness,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,IAM systemsScrum MasterdocumentationAgile business processesSAFeJiraproject planningSystem
2971,"Associate Director - SRE, Testing & Cloud",Amgen Inc,Hyderabad,18-20 Yrs,Not disclosed,20 Days Ago,2024-11-24,Cloud Infrastructureproject managementAzuretest automationSnowflakeCloud FinOps managementAItroubleshooting
2972,Scrum Master,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,20 Days Ago,2024-11-24,Project ManagementScrum MasterSAFeITILJiraService ManagementScrumManagement
2973,Scrum Master,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,ScrumITIL 4KanbanProject ManagementSAFeITILService ManagementServicing
2974,Human Resources Senior Associate,Amgen Inc,Hyderabad,4-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,HRServiceNowHCMcommercial service delivery managementcustomer serviceWorkdayagileManagement
2975,ServiceNow Developer - Self-Service Automation,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowGPT OptimizationAutomationUI/UX DesignPerformance AnalyticsMobile Application DevelopmentUX DesignOptimization
2976,Security Architect,Amgen Inc,Hyderabad,4-8 Yrs,Not disclosed,20 Days Ago,2024-11-24,SailPointAgile MethodologySCIMAzure ADLDAPIS SecuritySAMLOkta
2977,Senior Associate IS Voice Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,SIPWebex CallingIVR scriptingCisco UCMISDNQoS protocolsITSMfirewalls
2978,Test Automation Engineering Senior Manager,Amgen Inc,Hyderabad,10-14 Yrs,Not disclosed,20 Days Ago,2024-11-24,Test Automation EngineeringJenkinsAzureDevOpsDockerChefSnowflakeAnsible
2979,Senior Associate Software Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,JavascriptPowerShellintegration testingunit testing.NETSAMLGraph APIRESTful APIs
2980,Security Operations Analyst,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Security OperationsInformation Security OperationsCSOC operationsLinux systemscybersecuritySecurity Operations Analystincident responseLinux System
2981,ServiceNow Developer - Asset Management,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowServiceNow ITOMCMDB ManagementConfiguration ManagementAutomationITAMWorkflow ConfigurationAsset Management
2982,Specialist Technical Writing,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,Technical WritingMS Excelcontent management systemssystem documentationSharePointDocumentumresearchCMS
2983,Technical Program Manager- FullStack (AWS),Winning Edge,Bengaluru,10-14 Yrs,Not disclosed,20 Days Ago,2024-11-24,JavaAzureGCPPostgreSQLCloud.NetNode.jsReact
2984,Regulatory Writer - Clinical study report,Winning Edge,Bengaluru,3-8 Yrs,Not disclosed,20 Days Ago,2024-11-24,Regulatory Writingproject managementstakeholder managementdocument managementclinical developmentstrategy executionmanagement systemsdocument preparation
2985,Regulatory Writer - Veeva RIM Configuration (Regulatory affairs),Winning Edge,Bengaluru,10-14 Yrs,Not disclosed,20 Days Ago,2024-11-24,Regulatory WritingRIM ConfigurationRegulatory affairsSDLCWritingRegulatoryConfigurationRIM
2986,Data Manager - Reltio,Winning Edge,"Bengaluru, Karnataka",5-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,Reltio Data ModelReltio APIsdata modellingAgiledata warehousingETLAWSPython
2987,Reltio MDM Senior Developer,Winning Edge,"Bengaluru, Karnataka",5-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,Reltio MDMReltio APIsdata architecturesdata warehousingETLAWSPythonData architecture
2988,"Data Scientist - Python, AWS, Gen AI",Winning Edge,Bengaluru,8-11 Yrs,Not disclosed,20 Days Ago,2024-11-24,PythonGen AIAzurePyTorchNLPmodel evaluationAWSTensorFlow
2989,ServiceNow Developer - Self-Service Automation,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowCSSAutomationWorkflow ConfigurationtroubleshootingHTMLServiceNow Administrationincident response
2990,Associate Software Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,JavaScriptPowerShellRESTful APIGitDebugging.NETSAMLPython
2991,Senior Associate Talent Acquisition,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Talent AcquisitionRecruitingWorkdayApplicant Tracking Systemsrecruitment strategyRecruitmentCRMApplicant Tracking System
2992,ServiceNow Developer - Asset Management,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowREST APIAzureGCPJavaScriptCMDBAsset ManagementTroubleshooting
2993,Sr. Associate IS Engineer - Voice & Video,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Information System EngineeringWebex CallingCisco UCMfirewallWxCCEIT infrastructureITSMtroubleshooting
2994,Software Engineer,Amgen Inc,Hyderabad,3-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,DevOpsJenkinsMavenGitGCPGitHubCI/CDAPI
2995,ServiceNow Developer - Asset Management,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowCMDBITSMtroubleshootingAsset ManagementITOMSecOpsincident response
2996,ServiceNow Developer - Platform Operations,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,20 Days Ago,2024-11-24,ServiceNowIncident ResponseREST APIAPI IntegrationJavaScriptITSMGRCITOM
2997,Specialist IS Architect,Amgen Inc,Hyderabad,4-8 Yrs,Not disclosed,20 Days Ago,2024-11-24,Information System architecturePowerShellAzureVB ScriptLDAPGCPDNStroubleshooting
2998,Senior Salesforce Developer,DANAHAR CORPORATION,Bengaluru,4-8 Yrs,Not disclosed,20 Days Ago,2024-11-24,Project managementDebuggingJavascriptDeveloperHealthcareHTMLTroubleshootingMiddleware
2999,Senior Associate Revenue Cycle Management,Aster Medcity,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Revenue cycle managementRevenueManagementSenior
3000,Technician Critical Care,Aster Medcity,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,Critical care
3001,Physiotherapist Physiotherapy,Aster Medcity,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Physiotherapy
3002,Senior Associate Revenue Cycle Management,Aster Pharmacy,Bengaluru,2-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,Revenue cycle managementRevenueManagementSenior
3003,Medical Officer Telemedicine,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,telemedicineCorporateMedical
3004,Physiotherapist Physiotherapy,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Physiotherapy
3005,Senior Executive Marketing Communication & Business Development,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Senior Marketing ExecutiveMarketing communicationSeniorCommunication skillsDevelopmentMarketingBusiness development
3006,Associate Revenue Cycle Management,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Revenue cycle managementRevenueManagement
3007,Technician.Critical Care,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Critical care
3008,Senior Registered Nurse Nursing Services,Aster Pharmacy,Bengaluru,1-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,NursingRegistered NurseRegistrationSenior
3009,Registered Nurse Nursing Services,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,NursingRegistered NurseRegistration
3010,Indirect Tax Manager,Aster DM Healthcare,Bengaluru,2-5 Yrs,Not disclosed,19 Days Ago,2024-11-24,Communication SkillsTax Audits and AssessmentsAwareness of Tax Policy ChangesGST Returns Filing and ReconciliationGST lawsCustoms Law and RegulationsTaxationChange
3011,Direct Tax Manager,Aster DM Healthcare,Bengaluru,2-5 Yrs,Not disclosed,19 Days Ago,2024-11-24,BIG 4Communication SkillsIncome Tax Actfinancial statementsTax assessmentsTDS complianceTDS return filingdocumentation skills
3012,Internal Auditor,Aster DM Healthcare,Bengaluru,3-5 Yrs,Not disclosed,19 Days Ago,2024-11-24,Communication SkillsRisk Assessment & ManagementKnowledge of Internal ControlsRegulatory ComplianceFinancial AcumenControlAssessmentInternal audit
3013,Chief Security Officer,Care Hospitals Group,Hyderabad,10-15 Yrs,Not disclosed,20 Days Ago,2024-11-24,ComplianceFire SafetySecurity ManagementFireSafetySecurityManagement
3014,Manager,Aster DM Healthcare,Bengaluru,8-12 Yrs,Not disclosed,20 Days Ago,2024-11-24,Communication SkillsCustomer FocusProblem Solving Skillspresence of mindAnalytical SkillsLeadership SkillsProblem solvingManagement
3015,Cloud Tester,ACG,Hyderabad,3-5 Yrs,7-11 Lacs PA,20 Days Ago,2024-11-24,Cloud TestingAzure CloudSDLC Life CycleAzure Devopscloud engineeringSmoke TestingRegression TestingCloud Applications
3016,Executive - Packaging Development,Strides Pharma Science,Bengaluru,2-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,regulated marketDocumentationPackaging DevelopmentDevelopmentPackaging
3017,"Executive/Sr. Executive - Flow Chemistry || 3 To 6 Years, API- CDMO",SAI Life Sciences,Hyderabad,3-6 Yrs,Not disclosed,20 Days Ago,2024-11-24,Flow ChemistryScale UpProcess CalculationPAT ToolsFlow reactorsProcess OptimizationScaleCalculation
3018,Executive - Engineering,Strides Pharma Science,Bengaluru,1-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,Electrical MaintenanceEngineeringElectricalElectricalsMaintenance
3019,Safety Officer,Anugraha Chemicals,Bengaluru(Doddaballapur),2-5 Yrs,3-5 Lacs PA,20 Days Ago,2024-11-24,EHSEnvironmental Safety PracticesRisk Assessment and Hazard IdentificationCommunication and Collaboration SkillsChemical Hazard KnowledgeProcess Safety ManagementSafety AuditKnowledge of Safety Protocols and Regulations
3020,Center Head,Maxivision Eye Hospital,"Hyderabad, Bhimavaram",8-12 Yrs,Not disclosed,20 Days Ago,2024-11-24,P&LRevenue ManagementOperations ManagementPatient CarePatient CounsellingCounsellingCenterManagement
3021,RSM(2nd Line)- Pharma Co. - Cardio Diabetic segment- Bengaluru HQ.,Fortune India 500 Pharma & Life Sciences Firm,Bengaluru,12-15 Yrs,10-12 Lacs PA,20 Days Ago,2024-11-24,Pharma SellingCardiovascularPharmaceutical SalesRegional SalesCardiologyCardiacCardio DiabeticRSM
3022,SFMC-Consultant,Novartis,Hybrid - Hyderabad,4-9 Yrs,10-20 Lacs PA,20 Days Ago,2024-11-24,Journey BuilderSFMCMobile StudioEmail StudioAutomation StudioWeb studioAudience BuilderWeb technologies
3023,Marketing Executive,Entero Healthcare Solutions,Hyderabad(Begumpet),1-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,Healthcare SalesPharma SalesPharma MarketingImplants SalesHealthcare MarketingHospital SalesPharmaceutical SalesPharma selling
3024,Institutional Sales Executive,Lee Pharma,Hyderabad(Prasanth Nagar),7-10 Yrs,Not disclosed,20 Days Ago,2024-11-24,medical representativePharma MarketingPharmaceutical SalesNutraceuticalsSalesInstitutionalPharmaceuticalMarketing
3025,Medical Coder,Ventra Health,Hyderabad,5-10 Yrs,5-9 Lacs PA,20 Days Ago,2024-11-24,Medical CodingMedical CoderCodingMedical
3026,IBU Omnichannel Operations - ES & Config Lead (Manager/ Sr Manager),Eli Lilly And Company,Bengaluru,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Change managementManager Quality AssuranceData managementProject managementProcess improvementHealthcareAdobeDigital marketing
3027,"Sr. Solution Architect, D&T,SAP FICO",West Pharmaceutical Services,Bengaluru,10-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Management accountingSAP COERPBank accountingCMAPharmaHealthcareBusiness solutions
3028,"Lead, Quality Assurance",AbbVie,Bengaluru,5-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Quality AssuranceNetworkingQuality systemsPharmacyClinical trialsAgileClinical researchOncology
3029,Dentist,Apollo TeleHealth,Hyderabad,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DentistDentistry
3030,Procurement Digital Transformation Manager,Haleon,Hybrid - Bengaluru,10-20 Yrs,Not disclosed,16 Days Ago,2024-11-24,ProcurementDigital TransformationTransformationDigitalManagement
3031,Team Lead Medical Coder E & M,Yashoda Cancer Institute,Hyderabad,8-13 Yrs,Not disclosed,30+ Days Ago,2024-11-24,quality audithipaacptadministrationus healthcareclaims adjudicationicdhospital administration
3032,Staff Nurse,Nurse India,Bengaluru,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingNursing StaffMINStaff NurseGNM
3033,Data Engineering Lead / Architect,Solutionec,Bengaluru,10-14 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cloud computingData managementPharmaAgileHealthcareLife sciencesInformaticaBusiness intelligence
3034,AI Engineer (AI SaaS Company),Skypoint Cloud,Bengaluru,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceAutomationData structuresHealthcaremicrosoftOpen sourceAnalyticsMonitoring
3035,Sourcing Executive - Healthcare,Kasukurthi Healthcare,"Chennai, Bengaluru",1-5 Yrs,Not disclosed,8 Days Ago,2024-11-24,Healthcare ConsultingSourcingHealthcareHospitalTalent AcquisitionAcquisitionConsulting
3036,Psychological Counsellor,Nova IVF Fertility - A Unit of Rhea Healthcare Pvt. Ltd.,Hyderabad(Kukatpally),1-4 Yrs,3.5-4.25 Lacs PA,20 Days Ago,2024-11-24,PsychologyCounsellingcounsellor
3037,production OSD,Reputed pharma client,"Hyderabad, Jadcherla",1-6 Yrs,1.25-5 Lacs PA,21 Days Ago,2024-11-24,CapsulesTabletsSolid OralsCompressionGranulationFBDCoatingCapsule Filling
3038,Deputy Manager - Computerized Systems Validation (CSV),Piramal Pharma Limited,"Hyderabad(Digwal), Zahirabad",5-10 Yrs,Not disclosed,21 Days Ago,2024-11-24,Data IntegrityFunctional SpecificationsComputer System Validation21 CFR Part 11IT Compliance.Periodic reviewPQOQ
3039,Deputy Manager - Quality Control,Piramal Pharma Limited,"Hyderabad(Digwal), Zahirabad",8-13 Yrs,Not disclosed,21 Days Ago,2024-11-24,LIMSQualificationQMSReviewQuality ControlDocumentation and ComplianceSample ManagementQuality
3040,Executive / Sr Executive / Deputy Manger - Production API,Piramal Pharma Limited,"Hyderabad(Digwal), Zahirabad",6-10 Yrs,Not disclosed,21 Days Ago,2024-11-24,Production ExecutiveDCSCGMPDistillation ColumnAPIDistillationReactorsProduction
3041,Deputy Manager - Analytical Quality Assurance,Piramal Pharma Limited,Hyderabad(Digwal),8-13 Yrs,Not disclosed,21 Days Ago,2024-11-24,GLPGDPAnalytical Quality AssuranceAnalytical QaLab IncidentICH Q7 ASTPCapa
3042,Production Executive ( Drug Product ),Piramal Pharma Limited,Hyderabad(Digwal),1-6 Yrs,Not disclosed,21 Days Ago,2024-11-24,Drug ProductProduction ExecutiveFormulationCGMPFilling and PackingBottle PackingManpower handlingProduction
3043,Deputy Manager ( Documentation - Production ),Piramal Pharma Limited,"Hyderabad(Digwal), Zahirabad",7-12 Yrs,Not disclosed,21 Days Ago,2024-11-24,DocumentationGMPCapaQMSBprBmrBatch ManufacturingChange Control
3044,Corporate Solutions Analyst,Cushman Wakefield,Hyderabad,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processSystem architectureCareer developmentAnalystSystem testingData conversionDiversity and InclusionAgile
3045,Quality Engineer,Becton Dickinson,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Product launchMedical devicesMinitabManager Quality AssuranceTechnical writingAnalyticalQuality systemsGenetics
3046,Data Governance Architect,Becton Dickinson,Bengaluru,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisData migrationmetadataData managementHealthcareInformaticaSQLPython
3047,MLOps Engineering Lead,Becton Dickinson,Bengaluru,3-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationProduct engineeringData managementAnalyticalMachine learningGeneticsSQLPython
3048,Senior Quality Engineer,Becton Dickinson,Bengaluru,4-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Medical devicesManager Quality AssuranceTechnical writingProject managementAnalyticalQuality systemsPackagingProduct design
3049,Human Resources Manager,Redcliffe Labs,Hyderabad,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Career developmentHealth insurancePayrollPerformance managementDevelopment ManagerTalent acquisitionEmployee engagementHR
3050,Dynamics 365 Supply Chain Admin,Azurity Pharmaceuticals,Hyderabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Supply chainNeurologyProject managementPharmaAgileTest planningUnit testingMicrosoft Dynamics
3051,Accounts Assistant,Entero Healthcare Solutions,Hyderabad,1-6 Yrs,1.75-3.75 Lacs PA,16 Days Ago,2024-11-24,ExcelBank ReconciliationAccounting EntriesGeneral AccountingJournal EntriesJournalGeneralReconciliation
3052,Manager - Financial Planning & Analysis,Health Care Global Enterprises,Bengaluru,8-12 Yrs,Not disclosed,20 Days Ago,2024-11-24,Financial ReportingFinancial AnalysisCost AnalysisBusiness Process TransformationFinancial PlanningMerger AcquisitionBudgetingVariance Analysis
3053,"Territory Business Executive - Hyderabad, Raipur, Chennai, Coimbatore",Novartis,"Hyderabad, Chennai, Coimbatore",2-7 Yrs,Not disclosed,16 Days Ago,2024-11-24,SalesMedical RepMedicalTerritory
3054,Soft Skills Trainer,Surabhi Healthcare & Research,Bengaluru,8-10 Yrs,3.75-5.5 Lacs PA,30+ Days Ago,2024-11-24,Stress ManagementCommunication SkillsCreative SkillsEthicsInterpersonal CommunicationConfidence BuildingVerbal CommunicationInterpersonal Skills
3055,Java Developer,Tekizma,"Noida, Bengaluru",2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,JavaHibernateSql ServerJavascriptJqueryMvcSpringServ
3056,Front End Developers,Tekizma,"Noida, Bengaluru",2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Full Stack DeveloperFront EndComputer ScienceSql QueriesSoftware DesignAngularReact JsSoftware
3057,Assistant manager For IRA position,MSN Group,Hyderabad,4-9 Yrs,Not disclosed,26 Days Ago,2024-11-24,regulatory submissionssec meetingclinical trailscdtlipccftscmc dataClinical trials
3058,Regulatory Affairs Operations Analyst,Becton Dickinson,Bengaluru,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Medical devicesProject managementAnalyticalStandard operating proceduresRegulatory complianceGeneticsNew product developmentmicrosoft
3059,Senior Associate,Eversana India,Bengaluru,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ClaimsPharmaAnalyticalConsultingbusiness rulesLife sciencesAnalyticsCRM
3060,Customer Marketing Manager,Labcorp,Hybrid - Bengaluru,10-14 Yrs,22.5-30 Lacs PA,22 Days Ago,2024-11-24,Go-to-market StrategyLead GenerationAccount Based MarketingCustomer MarketingDemand GenerationCustomer Relationshipjourney development strategyABM
3061,"Sr Manager, Creative Lead",Labcorp,Hybrid - Bengaluru,12-15 Yrs,25-40 Lacs PA,22 Days Ago,2024-11-24,Premiere ProAdobe Creative SuiteIndesignoncologyAftereffectsNeurologystorytellingcampaign materials
3062,Walk-in For Bulk Drug R&D ( MSC Chemist ),SCORELABS INC,Hyderabad,0-3 Yrs,2.25-3.25 Lacs PA,22 Days Ago,2024-11-24,R&DChemistryResearch And DevelopmentBulk drugsR And DResearchBulkDrug
3063,Microbiology (Injectables exp must),Top Injectable Opthalmic Manufacturing Pharmaceutcal Company ;,Bengaluru(Nelamangala),1-4 Yrs,2.75-3 Lacs PA,6 Days Ago,2024-11-24,Environmental MonitoringMicrobiologyWater SamplingBETplate incubationSterility TestingMonitoringSoftware testing
3064,Regulatory Writer - Clinical study report,Winning Edge,Bengaluru,3-8 Yrs,Not disclosed,22 Days Ago,2024-11-24,Regulatory WritingClinical study reportproject managementDocument PreparationDocument Managementcontent strategyManagementWriting
3065,Full Stack Lead - BRIX - Content Ecosystem,Winning Edge,Bengaluru,8-12 Yrs,Not disclosed,22 Days Ago,2024-11-24,AEMFull stack developmentCSSReduxHTMLRest APIMicroservice ArchitectureReact
3066,Sr. Salesforce Test Engineer,Winning Edge,Bengaluru,6-9 Yrs,Not disclosed,23 Days Ago,2024-11-24,Mobile Automation TestingSalesforce TestingProvarautomation testingCI/CDSeleniumApexSQL
3067,Gen AI Engineer,Winning Edge,Bengaluru,4-6 Yrs,Not disclosed,23 Days Ago,2024-11-24,Generative AIPythonalgorithmsRAzureNLPDaskPandas
3068,AI/ML - Clinical Business Integrator,Winning Edge,Bengaluru,10-14 Yrs,Not disclosed,23 Days Ago,2024-11-24,CDISCMachine learningArtificial intelligenceC#JavaCCRPEDCdrug development
3069,Specialist IS Business Systems Analyst,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,23 Days Ago,2024-11-24,Business analysisproject managementarea managementfinancial managementbusiness case developmentbusiness process analysissolution architectinggeneral medicine
3070,ServiceNow Developer - Service Management,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,23 Days Ago,2024-11-24,JavaScriptrisk compliancerisk managementsystem administrationsecurity complianceservicenowitsmbusiness rules
3071,IS Bus Sys Analyst,Amgen Inc,Hyderabad,2-5 Yrs,Not disclosed,23 Days Ago,2024-11-24,Business analysisprocess mappingproject managementpmprequirement gatheringtest casesiterativeproject execution
