,roles,companies,locations,experience,salary,Dates,PresentDate,skills
4264,Plant Operator-Production,Ami Organics Ltd.,Jhagadia,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DistillationCentrifugeChlorinationReactorsHydrogenationFiltrationITI AOCPGLR
4265,Pharmacist,SAL Hospital & Medical Institute,Ahmedabad,0-2 Yrs,Not disclosed,20 Days Ago,2024-11-24,PharmacyDispensingMedicalHospital
4266,CA Qualified fresher,Sekhmet Pharmaventures,Hyderabad,0-2 Yrs,8-9 Lacs PA,30+ Days Ago,2024-11-24,CA
4267,Accounts Executive,4mation Biosciences Pvt.ltd,Kolkata,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PharmaFMCGAccounts ExecutiveAccountingPharmaceutical
4268,Purchase Officer / Executive (Fresher),Opes Healthcare,Ahmedabad,0-2 Yrs,1-4 Lacs PA,30+ Days Ago,2024-11-24,PurchaseProcurementMaterial ProcurementPurchase Vendor DevelopmentPacking MaterialPurchase ManagementRaw Material ProcurementRM
4269,Pharmacist,Garbha Gudi Ivf Centre,Bengaluru,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingPharmaClinical trialsDirectorPowerpointOperationsCostSupervision
4270,Sales Coordinator,Tuoren Medical,Gurugram(Sector 61 Gurgaon),1-5 Yrs,3-5 Lacs PA,9 Days Ago,2024-11-24,Sales CoordinationSales AdministrationSales AnalysisSales OperationsPurchase OrderFollow UpsExcel Report PreparationOrder Management
4271,Physiotherapist For Camps |Bilashpur|,Medybiz Pharma,Bilaspur,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MPTPhysiotherapyBptCamp
4272,Executive/Sr. Executive - Legal,Ethics Group,Surat,0-5 Yrs,1.75-3.5 Lacs PA,30+ Days Ago,2024-11-24,LegalMoULegal DocumentationContract DraftingLitigationVetting ContractsLegal NoticesVetting
4273,Research And Development Executive(Badlapur/Taloja API Pharma),SANVIN group,"Thane, Panvel, Ambarnath",5-7 Yrs,Not disclosed,13 Days Ago,2024-11-24,Synthetic Organic ChemistrySynthesisMulti Step SynthesisResearch And DevelopmentOrganic ChemistryExecutive DevelopmentSTPPharmaceutical
4274,Marketing Executive (Medical Representative),Tablets India Ltd.,Erode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
4275,Marketing Executive (Medical Representative),Tablets India Ltd.,Tinsukia,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
4276,Marketing Executive (Medical Representative),Tablets India Ltd.,Thiruvananthapuram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
4277,Marketing Executive (Medical Representative),Tablets India Ltd.,Salem,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
4278,Marketing Executive (Medical Representative),Tablets India Ltd.,Mohali,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
4279,Executive IT,Harman Finochem,Aurangabad,5-7 Yrs,Not disclosed,14 Days Ago,2024-11-24,Change ControlQMSGmp ComplianceDeviationComputer System ValidationAudit ComplianceChromatographyData validation
4280,Inside Sales Executive,Ragus Healthcare,Bengaluru,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NutritionMachine learningRelationshipManager TechnologyHealthcareSensorsManagementInside Sales Executive
4281,Management Trainee - PMO,Sekhmet Pharmaventures,Hyderabad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Presentation SkillsExcel PowerpointPowerpointPMO managementPMOManagementExcelPresentation
4282,Radiologist - 6 lac,Human Mantra Consulting,Ballia,0-5 Yrs,65-75 Lacs PA,6 Days Ago,2024-11-24,radiologistdoctorimagingultrasoundsonographyRadiology
4283,Emergency Physician,Sri Narayani Hospital & Research Center,Vellore,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Emergency MedicineMedicineEmergency
4284,Chemist / Officer / Sr . Officer,Amanta Healthcare,Kheda,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PharmaPharmaceuticalSR
4285,Technician - Anesthesiology,Aster Pharmacy,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,repairelectronicscircuitproductionpreventive maintenancemaintenance engineeringequipment maintenanceequipment
4286,Specialist - Emergency Medical Services,Aster Pharmacy,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,pharmaceuticalopdhealth care servicesgnmnursingmedicinemedical serviceshospital administration
4287,Immediate opening For Emergency Care Technician / Technologist,MIOT International,Chennai(Manapakkam),16 Nov - 25 Nov,Not disclosed,9 Days Ago,2024-11-24,EmergencyHealth Care ServicesEmergency MedicineHealthBlsHospital ManagementFirst AidEMR
4288,Specialist - MICU,Aster Pharmacy,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,anaesthesiologistemergency medicineinvestment bankingcritical careinternal medicinenursingmedicinepain management
4289,Tele Sales Associate,MedleyMed,Hyderabad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingUsageB2BSalesSales RepresentativeTelesalesDatabaseAccount management
4290,Technician - Pediatric Cardiology,Aster Pharmacy,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,x-raymammographyechocardiographyclinical cardiologyecgcritical careechostress testing
4291,HOD-Pathology,Bhagwan Mahaveer Cancer Hospital & Research Centre,Jaipur,10-15 Yrs,Not disclosed,14 Days Ago,2024-11-24,oncopathologyPathologyIhcOncologymolecular pathologyMolecular
4292,Business Development Associate,MedleyMed,Hyderabad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingUsageB2BSalesPharmaDatabaseBusiness Development AssociateAccount management
4293,Staff Nurse,Aster Pharmacy,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalinghealth care servicesemergency medicineadministrationgnmcritical carenursingmedication administration
4294,Senior Resident Paediatrics,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsSenior ResidentSenior
4295,Resident - Nephrology,Aster Pharmacy,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,productioncritical carenursingpatient carehealthcarekaizennephrologyderivatives
4296,Specialist - Gastroenterology,Aster Pharmacy,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,emergency medicineinvestment bankinginternal medicinecritical careorthopedicspulmonologynursingmedicine
4297,Senior Specialist - Cardiology,Aster Pharmacy,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,pacemakercrtechocardiographyecgdmnursingechostress testing
4298,Audit Associate,MedleyMed,Hyderabad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Stock auditBasicExcelAudit AssociatePharmacyManagementAuditingStock
4299,Nephrologist,"KAILASH HOSPITAL, GREATER NOIDA",Noida,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Nephrologist (Weekly Basis)NephrologyBasis
4300,EMERGENCY PHYSICIAN,DOCTORS DOOR,"Kannur, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,traumaopdaclsx-rayemergency medicinemriradiologycritical care
4301,Resident - Obstetrics & Gynecology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,laparoscopycritical carehighway engineeringcomputer networkinggeneral medicineconstruction managementoperation theatreccu
4302,Registered Nurse,Care Bridge Home,Thiruvalla,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Registered NurseHRNursingRegistrationHrsd
4303,Specialist - Paediatrics & Neonatology,Aster Pharmacy,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdintensive careinvestment bankingcritical caredchnursingmedicinepatient care
4304,Research and Development Officer,Genewin Biotech,Hosur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ResearchResearch And DevelopmentDevelopment
4305,Marketing Executive (Medical Representative),Tablets India Ltd.,"Valsad, Navsari",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4306,Marketing Executive (Medical Representative),Tablets India Ltd.,Chennai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4307,Marketing Executive (Medical Representative),Tablets India Ltd.,Cuddalore,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4308,Marketing Executive (Medical Representative),Tablets India Ltd.,Visakhapatnam,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4309,Marketing Executive (Medical Representative),Tablets India Ltd.,Panipat,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4310,Marketing Executive (Medical Representative),Tablets India Ltd.,Mysuru,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalOperationsMarketing
4311,Marketing Executive (Medical Representative),Tablets India Ltd.,Ahmedabad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyOperationsMedicalMarketing
4312,Marketing Executive (Medical Representative),Tablets India Ltd.,Agartala,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4313,Marketing Executive (Medical Representative),Tablets India Ltd.,Nashik,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyOperationsMedicalMarketing
4314,Marketing Executive (Medical Representative),Tablets India Ltd.,Hoshiarpur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4315,Marketing Executive (Medical Representative),Tablets India Ltd.,Palakkad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4316,Marketing Executive (Medical Representative),Tablets India Ltd.,Tiruvannamalai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4317,Marketing Executive (Medical Representative),Tablets India Ltd.,Jodhpur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyOperationsMedicalMarketing
4318,Marketing Executive (Medical Representative),Tablets India Ltd.,Agra,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4319,Marketing Executive (Medical Representative),Tablets India Ltd.,Faridabad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4320,Marketing Executive (Medical Representative),Tablets India Ltd.,Nizamabad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalOperationsMarketing
4321,Marketing Executive (Medical Representative),Tablets India Ltd.,Jamnagar,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyOperationsMedicalMarketing
4322,Executive -Front Office,Oncology International,Coimbatore,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationUsageMechanicalProductionManualMonitoringFront officeOffice
4323,Senior Consultant.Cardiac Anaesthesiology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,anaesthesiologySenior
4324,Blister Operator,Farbe Firma,Ankleshwar,1-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,Blister PackingBlisterInjectablesSimple troubleshooting. Check product quality and register in database. Monitoring the fulfillment of production work and taking care of the documentation.Machine HandlingDocumentationFulfillmentTroubleshooting
4325,Marketing Executive (Medical Representative),Tablets India Ltd.,Durg,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyOperationsMedicalMarketing
4326,Marketing Executive (Medical Representative),Tablets India Ltd.,Kota,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4327,Marketing Executive (Medical Representative),Tablets India Ltd.,Nagercoil,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4328,Marketing Executive (Medical Representative),Tablets India Ltd.,Kolkata,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4329,Marketing Executive (Medical Representative),Tablets India Ltd.,Patna,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4330,Marketing Executive (Medical Representative),Tablets India Ltd.,Vadodara,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4331,Marketing Executive (Medical Representative),Tablets India Ltd.,Raipur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4332,Marketing Executive (Medical Representative),Tablets India Ltd.,Tanuku,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4333,Marketing Executive (Medical Representative),Tablets India Ltd.,Patiala,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4334,Marketing Executive (Medical Representative),Tablets India Ltd.,Tirunelveli,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4335,Marketing Executive (Medical Representative),Tablets India Ltd.,Raebareli,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4336,Marketing Executive (Medical Representative),Tablets India Ltd.,Kanpur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalOperationsMarketing
4337,Marketing Executive (Medical Representative),Tablets India Ltd.,Kurnool,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMarketingMedicalOperations
4338,Marketing Executive (Medical Representative),Tablets India Ltd.,Gurugram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4339,Marketing Executive (Medical Representative),Tablets India Ltd.,Udaipur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4340,Marketing Executive (Medical Representative),Tablets India Ltd.,Purnia,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalOperationsMarketing
4341,Marketing Executive (Medical Representative),Tablets India Ltd.,Jhansi,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing operationsMarketing ExecutiveMedical RepresentativeMarketing strategyMedicalMarketingOperations
4342,Operations Manager/Centre Manager / Hospital Manager,Eye Q,"Bharuch, Surat",4-7 Yrs,4-5.5 Lacs PA,13 Days Ago,2024-11-24,Operations ManagerCentre ManagerHospital ManagementTarget Achievementpatient conversionHospital AdministrationBusiness Process ImprovementHospitality Management
4343,Interventional Cardiologist,Meditrina Hospital,Gurugram,0-5 Yrs,35-40 Lacs PA,3 Days Ago,2024-11-24,Interventional CardiologyEchoCath LabDmCardiologyLab
4344,Front office executive,Padmashree Diagnostics,Bengaluru,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationFront DeskTelephone ScreeningTravel ArrangementsFront OfficeComputer OperatingTelephoneTelephonic Interview
4345,Branch Incharge,Gesco Healthcare,"Puducherry, Chennai, Thiruvananthapuram",2-5 Yrs,1-2.5 Lacs PA,10 Days Ago,2024-11-24,ExcelTally ERPBack OfficeOfficeTallyERP
4346,Executive,Dermarex Healthcare,Hyderabad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Executive
4347,Executive,Dermarex Healthcare,Bengaluru,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Executive
4348,Tele Caller,Likhitha Diagnostics,Hyderabad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HospitalityTest reportingTelecallingReportingSoftware testingCalling
4349,Consultant Nephrologist For Dhanbad ( Jharkhand ),Super Management Consultants,Dhanbad,3-8 Yrs,80-95 Lacs PA,2 Days Ago,2024-11-24,NephrologyMD NephrologyNephrologistDmDNBConsulting
4350,Shift Engineer (Injection Molding),Alpine Health,Ahmedabad(Changodar),3-8 Yrs,4-5 Lacs PA,13 Days Ago,2024-11-24,Plastic Injection MoldingInjection Moulding MachineInjection moldingPlastic TechnologyPlastic MoldingPlastic MouldingCipetPolymer
4351,Junior Radiographer.Radiology,Aster Pharmacy,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,hiraemergency responsex-rayisomammographymriradiologyaccident investigation
4352,Attending Consultant - Anaesthesia,Sarvodaya Hospital,Noida,0-2 Yrs,Not disclosed,26 Days Ago,2024-11-24,AnesthesiaConsulting
4353,Doctor/Consultant Anesthesiologist For Dhanbad ( Jharkhand ),a client of Super Management Consultants,Dhanbad,3-8 Yrs,30-45 Lacs PA,2 Days Ago,2024-11-24,AnaesthesiologistMd AnaesthesiaAnesthesiaAnesthesiologyConsulting
4354,Operator,Galentic Pharma,Gandhidham,2-5 Yrs,Not disclosed,2 Days Ago,2024-11-24,ProductionProduction operatorProduction OperationNon sterile formulationMachine operationsSterileFormulationMachine operating
4355,Staff Nurse / Senior Staff Nurse - Medanta Hospital Gurugram,Aarush Consultant,Gurugram,1-6 Yrs,3.25-6 Lacs PA,10 Days Ago,2024-11-24,GNMNursingCritical CareICUIntensive CareSurgicalNICUICCU
4356,Area Business Manager Pharma,Medashi,Lucknow,5-10 Yrs,3-5 Lacs PA,2 Days Ago,2024-11-24,Pharma SellingMRAbmManagementPharmaceuticalSelling
4357,Head Regulatory and Compliance Clinical Research,Lambda Therapeutic Research,Ahmedabad(Gota),10-20 Yrs,18-30 Lacs PA,12 Days Ago,2024-11-24,CAPAregulatory inspectionsGCPsponsor system auditGLPResearchComplianceSystem audit
4358,Data Review Specialist,Eurofins,Bengaluru,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ChemistryExcelPharmaAnalyticalGLPGMPWindowsApplication software
4359,Obstetrician/Gynecologist (Ob/Gyn),DOCTORS DOOR,"Kannur, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamDNBManagementOABObstetrics
4360,Area Sales Executive,Geosmatic C &amp;amp;amp;amp;amp; C Pvt Ltd,Bengaluru,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,area sales managementarea saleschannel salesdirect marketingdistributor salesretail salesbusiness developmentdistribution
4361,Neuro Surgeon,Rashtra Sant Anand Rishiji Hospital,Ahmednagar,0-5 Yrs,18-25 Lacs PA,8 Days Ago,2024-11-24,Neuro SurgeonSurgeryNeurology
4362,Regional Business Manager / Area Sales Manager / Business Manager,StanQualis Healthcare Pvt. Ltd.,"New Delhi, Faridabad, Gurugram",2-5 Yrs,2.5-4.5 Lacs PA,2 Days Ago,2024-11-24,Generating SalesGood communication skillscreating new customersPharmaceutical SalesRetail SalesAchieving sales targetKnowledge of pharmaceutical productsPharma Marketing
4363,Specialist.Emergency Medicine,Aster Pharmacy,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Specialist.Emergency Medicine.Aster MIMS KannurMedicine
4364,Operations Branch Manager - Warehouse & Logistics - Cochin,ABSOLUTE DISTRIBUTION SOLUTIONS PVT LTD,Kochi(Ernakulam South +1),5-7 Yrs,5-6 Lacs PA,2 Days Ago,2024-11-24,Team ManagementOperational EfficiencyResource OptimizationCommunication ManagementCustomer SatisfactionEscalation ManagementOperational Risk ManagementCustomer Management
4365,vacancies For ophthalmologist(EYE) in Mangalore,space consultant,Mangaluru,5 Yrs,Not disclosed,2 Days Ago,2024-11-24,ophthalmologist doctorsEye
4366,Account Executive,Brawn Laboratories,Gurugram,1-4 Yrs,2.5-3 Lacs PA,2 Days Ago,2024-11-24,GRNSales EntryPurchase EntryReceivablePayablesVoucher EntrySalesAccounting
4367,Optometrist,Sharp Sight,"Asansol, Dhanbad",1-4 Yrs,Not disclosed,2 Days Ago,2024-11-24,OptometryEyeContact LensRefractionVisionDispensingOptics
4368,Retail Pharmacist / Pharma Asst.,Davadost Pharma Pvt. Ltd.,Prayagraj,1-6 Yrs,Not disclosed,3 Days Ago,2024-11-24,Pharma SellingMedicineretail phramamedicine dispensingPharmacyDrugB.PharmaD.Pharma
4369,Medical Sales Representative,Madhavan Surgicals,Chennai,1-2 Yrs,1.8-2.4 Lacs PA,3 Days Ago,2024-11-24,Clinical SalesMedical RepresentativeEnglishPharmaceutical Sales RepresentativeMedical Sales ExecutiveHealthcare Sales ExecutivePharma Sales RepresentativeTamil
4370,Assistant Manager - Payroll & Compliances-Gurgaon (Manufacturing Ind.),Allied Medical Limited,"Gurugram, Delhi / NCR",6-10 Yrs,7-10 Lacs PA,3 Days Ago,2024-11-24,Payroll SoftwareEmployee DatabaseLeave ManagementPerformance ManagementPayroll ProcessingLabour LawsESI ActChallan
4371,Cad Design Engineer,Wheecon Instruments,Chennai,3-5 Yrs,Not disclosed,3 Days Ago,2024-11-24,AutoCADAutoCAD 2DDesign2DCAD drawingCAD
4372,Bhms/RMO Doctor Min Exp Location- Bijapur Chhattisgarh Burhanpur MP,http://www.vhrservices.org,"Burhanpur, Bijapur, Raipur",2-7 Yrs,2.5-4 Lacs PA,3 Days Ago,2024-11-24,bhmsDoctor ActivitiesGeneral MedicineHomeopathyRmoAyurvedaOPDEmergency Medicine
4373,Maintenance Supervisor,subhas sawant,"Boisar, Palghar",1-5 Yrs,1.25-5 Lacs PA,3 Days Ago,2024-11-24,ETPHVACRO SystemROMaintenanceSystem
4374,"CTVS Surgeon For 400 Bedded Super Specialty Hospital in Hisar, Haryana","A Well Established 400 bedded Multi Super Specialty Hospital in Hisar, Haryana.",Hissar/Hisar,3-8 Yrs,Not disclosed,3 Days Ago,2024-11-24,ctvscardiothoracic surgerydnb cardiac surgerymch cardiac surgeryctvs surgeoncardiothoracic surgeonconsultant cardiac surgeryctvs surgery
4375,Electrician,ADD Ur Co Llp,Chennai(Vadapalani +1),2-7 Yrs,2.25-4 Lacs PA,3 Days Ago,2024-11-24,Electrical MaintenanceBuilding MaintenanceRepair And MaintenanceElectrician ActivitiesTransformersMep MaintenanceUtility MaintenanceBreakdown Maintenance
4376,"Consultant ENT Surgeon & Dermatologist For Hisar, Haryana","A Well Established Multi Specialty Hospital in Hisar, Haryana.",Hissar/Hisar,2-7 Yrs,Not disclosed,3 Days Ago,2024-11-24,ent specialistent surgeonconsultant entms entdnb entdermatologistskin specialistdnb dermatology
4377,Senior Accountant,Rishi Jobs,Ahmedabad,1-6 Yrs,3-4 Lacs PA,3 Days Ago,2024-11-24,Inventory AccountingAccounts FinalisationAuditingCost AccountingFinalisationSeniorCostInventory
4378,Production - Officer,Flax Laboratories,Mahad,3-7 Yrs,2.4-3.6 Lacs PA,3 Days Ago,2024-11-24,Api ProductionPilot PlantHydrogenationAPI ManufacturingManufacturingPlantAPIProduction
4379,Lab Manager,Hindustan Wellness,Gurugram(Sector 44 Gurgaon),5-7 Yrs,Not disclosed,3 Days Ago,2024-11-24,Lab ManagementDMLT/BMLTBmltManagementDmltLab
4380,Infection Control Nurse needed For a leading Hospital at Kolkata,Q Factor Consultancy,Kolkata(New Town),3-6 Yrs,3.5-6 Lacs PA,3 Days Ago,2024-11-24,Infection ControlGNMIcnBsc-NursingHospitalLeadershipControl
4381,Lab Manager,Hindustan Wellness,Patna(Danapur),1-6 Yrs,1.75-3.5 Lacs PA,3 Days Ago,2024-11-24,DmltPathologyMLTBmltLab TestingManagementLabSoftware testing
4382,"Radiologist JOB IN Thiruvannamalai, Tamilnadu, INDIA",Doctors Door Health Care Staffing And Consultant L Lp,Tiruvannamalai,1-6 Yrs,12-18 Lacs PA,3 Days Ago,2024-11-24,DMRD RadiologyMDRADIOLOGISTCONSULTANT RADIOLOGISTRadiologyConsultingMDT
4383,Accounts and Admin Executive,Miimansa AI,Gurugram(Golf Course Road),2-4 Yrs,2.5-3 Lacs PA,3 Days Ago,2024-11-24,Office AdministrationAccountingBook KeepingAdministrationOffice
4384,Export and Import Specialist,Benson Medical Equipments India,Gurugram,3-5 Yrs,3-6 Lacs PA,3 Days Ago,2024-11-24,International TradeAgriAgro CommoditiesAgroCommodity TradingEnglishAgribusinessCommodities
4385,Supply Chain Operation - Manager,SAM Manpower Career Services Llp,Thane,10-15 Yrs,8-12 Lacs PA,3 Days Ago,2024-11-24,Data AnalysisPolicyInventory ManagementTransportationCompliance ManagementSupply Chain ManagementReportingOrder Fulfillment
4386,Mbbs Doctor,Shifa Hospital ( A Unit Of Mashayakhi Social And Welfare Trust),Sidhpur,2-7 Yrs,4.2-7.8 Lacs PA,3 Days Ago,2024-11-24,Patient RelationsMBBS with Good on hand Experience.EnglishGujaratiPatient CounsellingHindiCounsellingPatient care
4387,HR Head,https://bhspl.in/,Patna,6-8 Yrs,6.5-7 Lacs PA,3 Days Ago,2024-11-24,Payroll ManagementLabour LawsRecruitmentlabopayrollLabourManagementLaw
4388,Bulk Hiring For AR Caller | HR Pooja | Location Noida,Ishmeet Consultant,"Noida, Ghaziabad, New Delhi",1-6 Yrs,2-5.5 Lacs PA,3 Days Ago,2024-11-24,Revenue Cycle ManagementUS HealthcareCernerAR CallingDenial ManagementPre AuthorizationDenial HandlingEpic
4389,"Radiologist JOB IN Thiruvannamalai, Tamilnadu, INDIA",Migrate Medico,Tiruvannamalai,1-6 Yrs,12-18 Lacs PA,3 Days Ago,2024-11-24,MDDMRDRADIOLOGISTCONSULTANT RADIOLOGISTRadiologyMDTConsulting
