,roles,companies,locations,experience,salary,Dates,PresentDate,skills
4928,"Software Developer (PL/SQL, Oracle Database)",ASIAN HEART INSTITUTE &amp; RESEARCH CENTRE PRIVATE LIMITED,Mumbai,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Oracle databasehospital operationsData managementOracle SQLqueryPLSQLManagementSoftware
4929,Salesforce Developer and Administrator,Vericle,Mumbai,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationManager Quality AssuranceJavascriptWorkflowHTMLMiddlewareInformation technologyAnalytics
4930,Sales Coordinator,Immunoshop,"Thane, Navi Mumbai, Mumbai (All Areas)",2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales BillOrder ManagementBillingInvoice GenerationOrder ProcessingSales OperationsOrder ExecutionSales Coordination
4931,Assistant Manager - Manager Medical Operations,Rhea Healthcare,Navi Mumbai,5-10 Yrs,Not disclosed,27 Days Ago,2024-11-24,Medical operationsMedicalManagementAssistanceOperations
4932,Office Boys - 3Nos.,AIC Lab Equipments,"Mumbai, Vasai, Gurgaon",1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MOBEmailColdBankingSnacksOffice
4933,Accounts Executive / Associate,Pravaayu Healthcare,Mumbai,1-3 Yrs,Not disclosed,18 Days Ago,2024-11-24,AccountsTallyFinancial ReportingTDSGSTAccounts ReceivableAccounts PayablePayables
4934,Accounts Executive,Medical Services / Hospital - Other,Mumbai,2-7 Yrs,Not disclosed,18 Days Ago,2024-11-24,AccountsTallyAuditFinancial ReportingTaxation ComplianceMISAccount ManagementGST
4935,Senior Executive-Procurement,Piramal Pharma Limited,Mumbai,3-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,Supply chainProcurementSAPPharmaPackagingHealthcareFMCGBudgeting
4936,Graphic Designer,Yougov,Mumbai,1-6 Yrs,Not disclosed,17 Days Ago,2024-11-24,Online researchGraphic designingProvident fundadobe creative suiteFinanceMarket researchdata privacyResearch
4937,"DataBricks Developer Data Modeler Python, Azure, AWS",Astellas Pharma,Mumbai,3-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,Data analysisManager Quality AssuranceCodingHealthcareLife sciencesCustomer serviceTroubleshootingOracle
4938,Area Sales manager,Becton Dickinson,Mumbai,8-16 Yrs,Not disclosed,17 Days Ago,2024-11-24,CivilSalesSolarisArea salesGeneticsArea sales managementManagement
4939,Senior Executive-Procurement,Piramal Pharma Limited,Mumbai,3-5 Yrs,Not disclosed,18 Days Ago,2024-11-24,Supply chainProcurementSAPPharmaPackagingHealthcareFMCGBudgeting
4940,Ayurvedic Gynecologist,Swamikrupa Nursing Home,Navi Mumbai,1-2 Yrs,"50,000-60,000 PA",17 Days Ago,2024-11-24,GynecologyPostgraduate qualifiedObstetricsAyurveda
4941,Manager - ADL (API),Harman Finochem,Navi Mumbai,12-17 Yrs,Not disclosed,17 Days Ago,2024-11-24,Analytical DevelopmentMethod DevelopmentAnalytical Method ValidationAnalytical Data ReviewLiterature SearchCalibrationHPLCData Review
4942,Territory Head (for a healthcare client of Staffi5),Rhohyve Ai Labs,Hybrid - Mumbai Suburban,10-12 Yrs,25-27.5 Lacs PA,17 Days Ago,2024-11-24,Territory ManagementTeam ManagementP&L OwnershipHealthcare and Homecare KnowledgeGrowth StrategyRevenue GenerationLeadership SkillsTeam
4943,Executive/Sr Executive - Business Development - API,Mangalam Drugs & Organics Ltd,Mumbai(CST),5-10 Yrs,7-10 Lacs PA,17 Days Ago,2024-11-24,BUSINESS DEVELOPMENT FOR APIInternational MarketingAPIBulk DrugsBulkMarketingDevelopmentSR
4944,Deputy Manager - Performance Marketing,Piramal Pharma Limited,Mumbai(kurla west),2-4 Yrs,Not disclosed,18 Days Ago,2024-11-24,ExcelSEMSEOPythonPerformance MarketingManagementMarketingPerformance
4945,I.T. Executive,Stellar Formulations,"Mumbai, Vadodara",5-7 Yrs,4-8 Lacs PA,18 Days Ago,2024-11-24,Microsoft ApplicationsNetwork ManagementMS Office SuiteServer ManagementStrategy ImplementationMS OfficeIT SupportOffice
4946,Hr Assistant,Archerchem Healthcare limited,"Mumbai(Malad West), Mumbai Suburban, Mumbai (All Areas)",2-5 Yrs,1.5-3 Lacs PA,18 Days Ago,2024-11-24,HR Generalist ActivitiesHR AdministrationHR OperationsTalent AcquisitionRecruitmentHR CoordinationAcquisitionOperations
4947,Accounts Executive,Life Force Homeopathy,Mumbai,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ledgeraccounts receivableaccounts payablebalance sheettdsgeneral accountingbank reconciliation statementinvoice processing
4948,Co ordinator - CEO's Office,ACG,Hybrid - Mumbai,5-8 Yrs,Not disclosed,25 Days Ago,2024-11-24,Travel ArrangementsMOM tracking & closingScheduling meetingCalendar ManagementTrackingSTravel OperationsOffice
4949,Staff Nurse - Mumbai,leading Client,Mumbai(Vikhroli),5-10 Yrs,"50,000-3 Lacs PA",18 Days Ago,2024-11-24,GNMPatient CareDressingNursingCasualtyMidwiferybsc nursingEmergency
4950,Regulatory Affairs - Officer /Executive,NMS Consultant.,Mumbai,3-8 Yrs,Not disclosed,18 Days Ago,2024-11-24,USFDARegulatory AffairsANDAFormulationUSA MarketR&DPharmaRegulatory
4951,Digital Marketing Manager,Biomall.in,Mumbai,5-8 Yrs,Not disclosed,18 Days Ago,2024-11-24,Display advertisingGoogle AnalyticsSocial mediaAnalyticalMarketing campaignsGoogle AdWordsSEMOmniture
4952,Sales Executive,Biomall.in,Mumbai,1-5 Yrs,Not disclosed,18 Days Ago,2024-11-24,area sales managementchannel salesdirect marketingcrm softwaredistributor salesbusiness developmentretail salescounter sales
4953,Inside Sales Executive,Biomall.in,Mumbai,2-4 Yrs,Not disclosed,18 Days Ago,2024-11-24,Cold callingSalesMedia salesNetworkingCustomer satisfactionSocial mediaFinanceMarket research
4954,Accounts Executive,Biomall.in,Mumbai,1-6 Yrs,Not disclosed,18 Days Ago,2024-11-24,Payment collectionBank reconciliationCIncome taxTally ERPAccountingSales taxBanking
4955,Sales Manager,Biomall.in,Mumbai,10-12 Yrs,Not disclosed,18 Days Ago,2024-11-24,Customer acquisitionBusiness administrationSales RepresentativePeople management skillsBusiness planningSales processManagementPerformance monitoring
4956,Workday Support Specialist,Yougov,Mumbai,2-7 Yrs,Not disclosed,19 Days Ago,2024-11-24,Business processData analysisPayrollChange managementData managementPerformance managementMarket researchTroubleshooting
4957,Workday Support Specialist,Yougov,"Mumbai, Navi Mumbai",2-7 Yrs,Not disclosed,19 Days Ago,2024-11-24,Business processData analysisPayrollChange managementData managementPerformance managementMarket researchTroubleshooting
4958,Senior Engineer,AQuity Solutions,Mumbai,7-15 Yrs,Not disclosed,19 Days Ago,2024-11-24,Database designGCPCloudProgrammingSQL Server developmentASP.NetDeploymentManagement
4959,Customer Engagement Manager,Sanofi,Mumbai,5-8 Yrs,Not disclosed,19 Days Ago,2024-11-24,Relationship managementCareer developmentAdministrationStrategic planningAgileHealthcareMarket researchCustomer engagement
4960,Consultant,Revvity,Mumbai,2-5 Yrs,Not disclosed,19 Days Ago,2024-11-24,ConsultantConsulting
4961,Senior Record To Report Accountant,Yougov,Mumbai,4-5 Yrs,Not disclosed,19 Days Ago,2024-11-24,Online researchERPFinanceReconciliationrecord to reportMarket researchdata privacyMedical insurance
4962,Team Manager,AQuity Solutions,Mumbai,5-6 Yrs,Not disclosed,19 Days Ago,2024-11-24,TrainingTeam operationsInterpersonal skillsQuality standardsPharmaAnalyticalRadiologyClient interaction
4963,Finished Product Sourcing Specialist For Export Market,Archerchem Healthcare limited,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",9-14 Yrs,8-16 Lacs PA,18 Days Ago,2024-11-24,FormulationSourcing finished productFinished ProductsSourcing / ProcurementExport MarketExport marketingProcurementMarketing
4964,Marketing Executive,Hindustan Chemicals Pharmaceitcals,Mumbai Suburban,3-5 Yrs,2.75-4 Lacs PA,19 Days Ago,2024-11-24,CLIENT VISITPromotionsB2B SALESOnline MarketingDigital MarketingSocial Media MarketingClient Account ManagementClient meeting
4965,Opening For Executive - Regulatory Affairs,Samarth Life Science Pvt Ltd,"Mumbai, Mumbai Suburban, Navi Mumbai",2-6 Yrs,2-5 Lacs PA,19 Days Ago,2024-11-24,CTDRegulatory AffairsQA/QC/R&DPreparation and submission of dossiersACTDDossierSubmissionRegulatory
4966,Patient Comms & MarTech Specialist,Dr Batras,"Mumbai(Sakinaka), Mumbai Suburban, Mumbai (All Areas)",8-12 Yrs,9-12 Lacs PA,20 Days Ago,2024-11-24,Business Communication SkillsWebhooksomnichanel communicationCRM StrategyStrategic ThinkingClevertapMarketing AutomationProblem Solving
4967,"ESG Officer - (Environmental, Social and Governance Officer)",SRV Hospital,Mumbai,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementWaste managementBusiness administrationEnvironmental scienceNursingStrategic planningHealthcareContinuous improvement
4968,Social Media Executive,Life Force Homeopathy,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Quality standardsSalesTelesalesOutbound salesManagementCustomer engagementAnalyticsPrivate equity
4969,Regional Sales Manager ( Meeting Medical Oncologist Doctors ),Medical Services / Hospital - Diagnostics,"Mumbai, Delhi / NCR",8-10 Yrs,8-13 Lacs PA,19 Days Ago,2024-11-24,SalesOncologyBusiness DevelopmentMarketingCommunication SkillsPresentation SkillsTeam HandlingCancer Genomics
4970,Bioinformatics Engineer {1 - 3 Years Exp. in Cancer Projects Only,Medical Services / Hospital - Diagnostics,"Mumbai, Powai",1-3 Yrs,4.5-9.5 Lacs PA,19 Days Ago,2024-11-24,NGS Data AnalysisR ProgrammingGitHubDNA-sequencing AnalysisPython ProgrammingUnixMulti-omics Data Analysissoftware development
4971,Dietitian,Pravaayu Healthcare,Mumbai,1-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,Registered Dietitian Nutritionistonline consultationspatient engagementpatient managementConsultingEngagementPatient careManagement
4972,Finance And Taxation Manager/ AM_ Semi/Qualified CA,Tulip Lab,Mumbai(Chandivali),5-10 Yrs,6-9 Lacs PA,19 Days Ago,2024-11-24,Balance Sheet FinalisationFinancial Planning And AnalysisTaxationMIS ReportingIndirectDirectReportingFinancial planning
4973,"Manager - Business Development (Alliance) , Mumbai.",Our client is leading Indian Pharma company,Mumbai,10-12 Yrs,19-20 Lacs PA,19 Days Ago,2024-11-24,Alliance ManagementProduct Portfolio ManagementNew Business DevelopmentKey Account ManagementPortfolio ManagementProduct PortfolioNew Market DevelopmentMarket Identification
4974,Export Assistant & Digital Marketing - REMI Lab & Medical Equipment,Remi Elektrotechnik,Mumbai(Goregaon East),3-5 Yrs,4-5 Lacs PA,10 Days Ago,2024-11-24,International MarketingDigital MarketingEmail MarketingBusiness DevelopmentSEOMarketingDigitalMedical
4975,Learning And Development Specialist,ACG,"Mumbai(kandivali), Mumbai (All Areas)",6-11 Yrs,Not disclosed,19 Days Ago,2024-11-24,LMSODLearning And DevelopmentTalent ManagementOrganisation StructuringCompetency MappingLearning ManagementTalent Development
4976,National Sales Manager -pharma - Ortho & Pain Management - Mumbai HQ,A REPUTED PHARMA COMAPNY,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",15-20 Yrs,35-40 Lacs PA,19 Days Ago,2024-11-24,OrthoPain ManagementNSMNational SalesPharmaceutical SalesSales HeadPharma SellingOrthopedic
4977,Clinical Project Lead / Assistant Manager- Clinical Operations,Vedic Lifesciences,"Thane, Mumbai (All Areas)",6-11 Yrs,8-18 Lacs PA,20 Days Ago,2024-11-24,Clinical Operationsmonitoringclinical researchclinical developmentproject managementSite FeasibilitySite SelectionClinical Trials
4978,International Marketing Executive,Ami Polymer,Mumbai(Borivali East),2-5 Yrs,3-5 Lacs PA,20 Days Ago,2024-11-24,International Business DevelopmentInternational SalesInternational MarketingOverseas MarketingInternationalBusiness developmentInternational businessSales
4979,"Job Opportunity_ Sr. Analyst, Commercial Analytics",Pharma Company,Navi Mumbai,2-7 Yrs,Not disclosed,20 Days Ago,2024-11-24,ExcelPower BiAdvanced ExcelPowerpointcortellisBiomed TrackerQVIAValueCentric
4980,Vacancy For the role of Manager - Purchase,Sirmaxo Chemicals,"Mumbai(Vile Parle East), Mumbai Suburban",10-15 Yrs,9-12 Lacs PA,20 Days Ago,2024-11-24,ProcurementPurchase Vendor DevelopmentPurchase ManagementPurchasePurchase OperationsProcurement PlanningRaw Material ProcurementVendor Negotiation
4981,Product Executive,Jenburkt Pharmaceuticals,Mumbai Suburban,3-4 Yrs,Not disclosed,20 Days Ago,2024-11-24,New Product LaunchBrand ManagementPMTPharma MarketingMarketingNew productManagementPharmaceutical
4982,Medical Superintendent,Medicover Hospitals,Mumbai,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Public relationsDiagnosticsCodingRadiologyClinical trialsmedical recordsNABHOperation theatre
4983,Platform Engineer,Astellas Pharma,Mumbai,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Supply chain managementSAPManager Quality AssuranceXMLSystem integrationAgileEDISCM
4984,Platform Engineer,Astellas Pharma,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Quality AssurancePharmaAnalyticalSystem integrationAgileLife sciencesManagementSubject matter expertise
4985,Data and Analytics Tester,Astellas Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationManual testingManager Quality AssuranceTesting toolsAgileBusiness intelligenceTechnical supportTesting
4986,Platform Engineer,Astellas Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Quality AssuranceClaimsCampaign managementPharmaAnalyticalSystem integrationLife sciencesAdobe
4987,"Platform Engineer, Site Contracting & Monitoring",Astellas Pharma,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,C++ERPManager Quality AssuranceCodingAgileTechnical supportSQLCRM
4988,"MDM Engineer, Infosphere, DataStage",Astellas Pharma,Mumbai,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceData managementAnalyticalHealthcareCustomer serviceOracleContinuous improvementBusiness solutions
4989,"Digital Tester, SCM-DTS",Astellas Pharma,Mumbai,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementSupply chainAutomationDTSSAPManager Quality AssuranceTesting toolsTest cases
4990,"Data and Analytics Tester, Junior BI Tester",Astellas Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationManual testingManager Quality AssuranceTesting toolsAgileBusiness intelligenceTechnical supportTesting
4991,Platform Engineer,Astellas Pharma,Mumbai,5-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ERPSupply chain managementManager Quality AssuranceData modelingProject managementAgileWorkflowProject planning
4992,Platform Engineer - Corporate Tech streams,Astellas Pharma,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingC++Manager Quality AssuranceSASHealthcareCustomer serviceInformation technologyTechnical support
4993,"Platform Engineer, Enterprise Platforms, ABAP",Astellas Pharma,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPWeb servicesManager Quality AssuranceXMLEclipseSCMTroubleshootingABAP
4994,Data Transformation Engineer,Astellas Pharma,Mumbai,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationSASProject managementMySQLAgileOracleBusiness intelligenceMiddleware
4995,Adobe Frontend Platform Engineer,Astellas Pharma,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPManager Quality AssuranceBusiness analysisProject managementJavascriptAgileHTMLSCM
4996,Solution Architect- ServiceNow,Astellas Pharma,Mumbai,6-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceManager Quality AssuranceArchitectureTOGAFPharmaAgileHealthcareOncology
4997,Platform Engineer - ServiceNow,Astellas Pharma,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceManager Quality AssuranceAnalyticalPharmaSystem integrationAgile methodologyLife sciencesservice catalog
4998,"Testing Analyst, Veeva CRM",Astellas Pharma,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceManager Quality AssuranceFront endTesting toolsBlack Box TestingAgileTest AnalystTest cases
4999,Software Engineer - Portal Development,Astellas Pharma,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingComputer scienceSAPManager Quality AssuranceCodingSystem integrationAgileTechnical support
5000,Adobe Experience Manager Platform Engineer,Astellas Pharma,Mumbai,4-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPManager Quality AssuranceBusiness analysisProject managementJavascriptCMSStrutsMVC
5001,Business Intelligence Architect,Astellas Pharma,Mumbai,10-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationData modelingMySQLOracleBusiness intelligenceTroubleshootingTechnical supportTechnical documentation
5002,Platform Engineer,Astellas Pharma,Mumbai,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Order managementBusiness processSupply chain managementManager Quality AssuranceSAPXMLPharmaBilling
5003,"Data and Analytics Tester SQL, Python, Pyspark",Astellas Pharma,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisManager Quality AssuranceCodingAnalyticalHealthcareCustomer serviceOracleBusiness intelligence
5004,"Data and Analytics Developer, Junior BI Developer",Astellas Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationManager Quality AssuranceMySQLAgileOracleBusiness intelligenceTroubleshootingTechnical support
5005,Business & Technical Analyst - Corporate Technology,Astellas Pharma,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceSAPManager Quality AssuranceBusiness analysisProject managementPharmaSchedulingInformation technology
5006,Business Intelligence Architect,Astellas Pharma,Mumbai,12-17 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationBusiness analysisCodingAgileStored proceduresBusiness intelligenceTroubleshootingTechnical support
5007,"Testing Analyst, Corporate Technology",Astellas Pharma,Mumbai,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceAutomationManager Quality AssuranceTesting toolsProject managementBlack Box TestingAgileTest cases
5008,Technical Architect Azure,Astellas Pharma,Mumbai,6-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationNetworkingCodingDatabase designActive directoryAgileTechnical supportAnalytics
5009,"Testing Analyst, Trackwise",Astellas Pharma,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceERPManager Quality AssuranceFront endTesting toolsProject managementBlack Box TestingAgile
5010,"Platform Engineer, Enterprise Platforms, SAC Developer",Astellas Pharma,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPManager Quality AssuranceCodingFunctional testingAgileData structuresSCMMiddleware
5011,System Engineer - ServiceNow CSM,Astellas Pharma,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingPerformance tuningERPManager Quality AssuranceCADJavascriptTroubleshootingInformation technology
5012,"Veeva Vault, Scrum Lead",Astellas Pharma,Mumbai,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceManager Quality AssuranceConflict resolutionAnalyticalPharmaAgileLife sciencesScrum
5013,Software Engineer - ServiceNow,Astellas Pharma,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Performance tuningSoftware designManager Quality AssuranceCodingCADJavascriptsoftware qualityTroubleshooting
5014,Data Engineer,Astellas Pharma,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationSAPNetworkingCodingAgileOracleTroubleshootingTechnical support
5015,Data Engineer,Astellas Pharma,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceAutomationData analysisSAPNetworkingCodingAgileInformation technology
5016,Platform Engineer,Astellas Pharma,Mumbai,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer sciencePayrollSupply chain managementSAPManager Quality AssuranceXMLSystem integrationAgile
5017,Database Administrator,Astellas Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisAutomationCodingAnalyticalMySQLHealthcareLife sciencesTroubleshooting
5018,DWH Architect,Astellas Pharma,Mumbai,8-13 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationSAPCodingDatastageAgileStored proceduresmicrosoftTroubleshooting
5019,Platform Release Engineer,Astellas Pharma,Mumbai,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Quality AssuranceInfrastructure managementAnalyticalPharmaLife sciencesTroubleshootingContinuous improvementRelease management
5020,Marketo Platform Engineer,Astellas Pharma,Mumbai,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPManager Quality AssuranceBusiness analysisProject managementHTMLSCMAdobeInformation technology
5021,Scrum Lead - ServiceNow,Astellas Pharma,Mumbai,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceBusiness administrationManager Quality AssuranceAgile scrumConflict resolutionPharmaenterprise businessAgile
5022,"Solution Architect, Adobe Experience Manager",Astellas Pharma,Mumbai,9-16 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Core JavaMultithreadingManager Quality AssuranceAgileApplication developmentScrumAdobeSolution Architect
5023,"Integration Engineer, MuleSoft/SQL",Astellas Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisAutomationSAPNetworkingCodingAnalyticalLife sciencesOperations
5024,Solution Architect- Pharma R&D,Astellas Pharma,Mumbai,7-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceManager Quality AssuranceTOGAFPharmaConsultingAgileApplication developmentLife sciences
5025,Data Bricks Architect,Astellas Pharma,Mumbai,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationSAPDatastageData structuresBusiness intelligencemicrosoftTroubleshootingTechnical support
5026,Software Engineer - Corporate Tech Streams,Astellas Pharma,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Performance tuningC++Manager Quality AssuranceSASCodingTroubleshootingInformation technologyTechnical documentation
5027,Data Warehouse Architect DWH,Astellas Pharma,Mumbai,7-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPNetworkingTOGAFCodingdata visualizationInformation technologyTechnical supportSQL
5028,"MDM Engineer, Datastage/Talend",Astellas Pharma,Mumbai,1-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationData managementDatastageAgileInformaticaOracleTroubleshootingInformation technology
5029,Analyst Configuration Management,Astellas Pharma,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Service managementComputer scienceSenior AnalystBmc RemedyPharmaConfiguration managementIT asset managementInformation technology
5030,DataWarehouse Architect,Astellas Pharma,Mumbai,8-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisNetworkingCodingAnalyticalHealthcareLife sciencesCustomer serviceTroubleshooting
5031,"Testing Analyst, Clinic Operations",Astellas Pharma,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceBackendManager Quality AssuranceFront endTesting toolsBlack Box TestingAgileTest Analyst
5032,"MDM Engineer, IBM Veeva Network MDM",Astellas Pharma,Mumbai,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data managementAnalyticalDatastageHealthcareCustomer serviceInformaticaOracleInformation technology
5033,Full Stack Engineer - Data Warehouse,Astellas Pharma,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisCodingAnalyticalHealthcareLife sciencesCustomer serviceTroubleshootingTechnical support
5034,Scrum Lead,Astellas Pharma,Mumbai,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceManager Quality AssuranceConflict resolutionagile project managementAnalyticalPharmaAgileLife sciences
5035,Veeva Clinical Platform Engineer - Site Payments,Astellas Pharma,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,C++ERPManager Quality AssuranceCodingSystem integrationAgileTechnical supportSQL
5036,Platform Engineer,Astellas Pharma,Mumbai,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processTicketingSupply chain managementManager Quality AssuranceSAPXMLPharmaAnalytical
5037,Manager-Supply Chain (neutraceutical products) Mumbai,Aaditas Hr Advisory,Mumbai Suburban,5-10 Yrs,9-14 Lacs PA,12 Days Ago,2024-11-24,Food IndustryExport DocumentationVendor ManagementSupply Chain OperationsSupplySupply chainExportDocumentation
5038,First line field manager (Area Sales Manager ),Tablets India Ltd.,Mumbai,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorSales RepresentativeArea salesOperationsSupervisionLineSalesManagement
5039,Executive - Bulk Production IVD - MSAT,Yashraj Biotechnology,"Mumbai, Navi Mumbai",2-4 Yrs,Not disclosed,10 Days Ago,2024-11-24,downstream processing operationsBulkDownstreamProductionDownstream processingProcessProcessingOperations
5040,Product Manager - Blood Gas & Transcutaneous Monitoring,Leica Microsystems,Mumbai,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Product managementSupply chainProduct launchDiagnosticsMarket intelligenceHealthcareLife sciencesMarket penetration
5041,ICU Doctor,Saifee hospital,Mumbai,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalinghealth care servicesdentistrycritical carehospital administrationpatient caregeneral medicinehealthcare
5042,Senior Executive Taxation/ Accounts/ Costing,Bdh Industries,"Mumbai, Mumbai Suburban",3-5 Yrs,Not disclosed,11 Days Ago,2024-11-24,AccountingGstTaxationCostingSenior
5043,Ophthalmologist,Medico Hub,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsNursing StaffInternal medicinePatient careHealthcareDoctorManagementMonitoring
5044,Ophthalmologist,Medico Hub,"Kolhapur, Mumbai",2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsQuality improvementNursing StaffHealthcareManagementRecruitmentInterpersonal SkillNursing
5045,MBBS MD General Medicine,Medico Hub,Mumbai,2-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsNursing Staffmbbs doctorHealthcareDoctorRecruitmentNursingGeneral
5046,General medicine,Medico Hub,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalNursing StaffDiagnosticsHealthcareOphthalmologySupervisionRecruitmentTesting
5047,Family medicine,Medico Hub,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business servicesMS Office suiteAdministrationCareer developmentBasicJunior ExecutiveTDSISO
5048,Consultant Ophthalmologist,Medico Hub,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,erectionhvacfeamechanical engineeringdesign developmentproductionequipmentansys
5049,Senior Dot Net Developer,Margy Tech,"Madurai, Mumbai, Navi Mumbai",3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceMS SQLCSSCjQueryMySQLJavascriptASP.Net
5050,Jr . Dot Net Developer,Margy Tech,"Madurai, Mumbai, Navi Mumbai",1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceMS SQLCjQueryMySQLConsultingJavascriptASP.Net
5051,Chief Manager SAP Sales and Distribution,Piramal Pharma Limited,Mumbai,10-15 Yrs,Not disclosed,16 Days Ago,2024-11-24,SAP SDSap Sales And DistributionSAP MMSap HanaSalesSAP PresalesSAPSAP Presales
5052,International Business Development Professional - API - Pharmaceutical,Betonica,"Mumbai, Kandivali",5-10 Yrs,Not disclosed,23 Days Ago,2024-11-24,International Business Developmentfollow-upclient relationship managementproduct developmentmarket researchadvertisingsalesResearch
